dt,x,y,position,velocity,acceleration,jerk,heading
0.020000,10.338172,91.534262,5.244699,6.358842,4.403659,0.021038,6.228275
0.020000,10.466911,91.527098,5.373637,6.446921,4.403946,0.014345,6.226926
0.020000,10.597399,91.519660,5.504337,6.535003,4.404100,0.007717,6.225559
0.020000,10.729636,91.511939,5.636799,6.623085,4.404123,0.001155,6.224174
0.020000,10.863613,91.503930,5.771016,6.710822,4.386857,-0.863300,6.222772
0.020000,10.999313,91.495625,5.906970,6.797718,4.344761,-2.104813,6.221351
0.020000,11.136715,91.487019,6.044641,6.883532,4.290728,-2.701646,6.219913
0.020000,11.275798,91.478105,6.184010,6.968455,4.246148,-2.229010,6.218458
0.020000,11.416546,91.468878,6.325059,7.052484,4.201452,-2.234761,6.216986
0.020000,11.558939,91.459332,6.467772,7.135617,4.156647,-2.240278,6.215497
0.020000,11.702958,91.449459,6.612129,7.217852,4.111736,-2.245563,6.213992
0.020000,11.848584,91.439256,6.758112,7.299186,4.066723,-2.250619,6.212470
0.020000,11.995800,91.428714,6.905705,7.379619,4.021614,-2.255448,6.210932
0.020000,12.144585,91.417829,7.054888,7.459147,3.976413,-2.260054,6.209378
0.020000,12.294921,91.406594,7.205643,7.537769,3.931124,-2.264441,6.207809
0.020000,12.446789,91.395004,7.357953,7.615484,3.885752,-2.268610,6.206224
0.020000,12.600170,91.383053,7.511799,7.692290,3.840301,-2.272566,6.204624
0.020000,12.755045,91.370735,7.667162,7.768186,3.794775,-2.276311,6.203009
0.020000,12.911399,91.358044,7.824030,7.843391,3.760267,-1.725385,6.201380
0.020000,13.069209,91.344975,7.982381,7.917529,3.706871,-2.669821,6.199736
0.020000,13.228456,91.331522,8.142195,7.990714,3.659264,-2.380339,6.198077
0.020000,13.389120,91.317679,8.303455,8.062982,3.613426,-2.291907,6.196405
0.020000,13.551183,91.303442,8.466141,8.134333,3.567533,-2.294617,6.194719
0.020000,13.714624,91.288805,8.630237,8.204765,3.521591,-2.297137,6.193020
0.020000,13.879425,91.273763,8.795722,8.274277,3.475601,-2.299470,6.191307
0.020000,14.045565,91.258311,8.962580,8.342868,3.429569,-2.301620,6.189581
0.020000,14.213031,91.242443,9.130796,8.410820,3.397606,-1.598131,6.187842
0.020000,14.381803,91.226153,9.300352,8.477801,3.349033,-2.428645,6.186091
0.020000,14.551856,91.209438,9.471225,8.543647,3.292307,-2.836306,6.184327
0.020000,14.723172,91.192294,9.643396,8.608569,3.246090,-2.310840,6.182552
0.020000,14.895730,91.174714,9.816848,8.672566,3.199848,-2.312095,6.180765
0.020000,15.069515,91.156694,9.991564,8.735810,3.162218,-1.881510,6.178966
0.020000,15.244511,91.138230,10.167532,8.798413,3.130128,-1.604534,6.177155
0.020000,15.420692,91.119317,10.344725,8.859649,3.061820,-3.415396,6.175334
0.020000,15.598037,91.099951,10.523124,8.919959,3.015465,-2.317737,6.173502
0.020000,15.776527,91.080128,10.702711,8.979346,2.969366,-2.304966,6.171659
0.020000,15.956155,91.059843,10.883481,9.038501,2.957762,-0.580160,6.169806
0.020000,16.136888,91.039093,11.065402,9.096041,2.876991,-4.038579,6.167943
0.020000,16.318708,91.017873,11.248455,9.152653,2.830576,-2.320752,6.166070
0.020000,16.501597,90.996181,11.432626,9.208563,2.795529,-1.752347,6.164188
